category,subcategory,level,answer,pred,response
Semantics,Semantic Compatibility,1,B,B,"### Reasoning  
서문에서 각 괄호 단어의 의미적 역할을 분석하면:  
- **[손]**은 동작(""만지작 거린다"")의 **도구/수단**으로 사용됨.  
- **[목소리]**는 동작(""회의를 시작하였다"")의 **도구/수단**으로 사용됨.  
두 단어 모두 **행동의 수단(인스트루멘트)** 역할을 하므로 의미적 역할이 가장 유사함. 다른 옵션들은 주체(그, 회장님), 사건(발표, 회의), 시간(오늘), 물체(지우개) 등 서로 다른 역할을 수행함.

### ANSWER  
B"
Semantics,Semantic Compatibility,1,E,E,"지문에서 각 괄호 내용의 의미적 역할을 분석하면, [동식이]는 ""도착 즉시 나는 [동식이]와 ... 쳤는데""에서 동작의 동반자(동반자 역할)로 등장하고, [강아지]는 ""아이들은 캠핑장 [강아지]와 뛰어놀고 있었다""에서 ebenfalls 동작의 동반자 역할을 한다. 두 단어 모두 주체와 함께 행동하는 존재로, 의미적 역할이 가장 유사하다. 다른 옵션들은 활동(캠핑), 물리적 물체(텐트, 군내), 감각(냄새) 등 서로 다른 역할을 수행한다.

### ANSWER
E"
Phonetics/Phonology,Suprasegmental Features,1,C,C,"### Reasoning
- Option C claims that (ㅅ) ""그나저나 내일은 제발 춥지 말아라"" is a command sentence. However, this sentence expresses a **wish** (""I hope it doesn't get cold tomorrow"") using the ending ""-라"" in a wishful context, not a direct command directed at someone. Commands require an actionable imperative toward a listener, but here the subject is weather (non-controllable). Thus, labeling it as a command is **inappropriate**.  
- Other options correctly analyze endings and sentence types:  
  - A, D: ""-자"" and ""-ㄹ게"" properly identified as suggestion/promise.  
  - B, J, I: (ㄹ) correctly identified as a question due to intonation.  
  - E, G: Ending forms accurately compared.  
  - F, H: (ㄴ) and (ㄷ) correctly classified as exclamatory and declarative, respectively.  

### ANSWER
C"
Morphology,Word Formation,1,E,I,"### 추론
문제는 파생어와 합성어 유형이 아닌 단어를 선택해야 합니다. 파생어는 기본 단어에 접사(예: ""-하다"")를 붙여 만든 단어고(사랑하다, 좋아하다), 합성어는 두 단어를 결합해 만드는 단어입니다(자의식, 금목걸이). 의성어는 소리나 모양을 흉내 내는 단어로, 파생어와 합성어와 다른 유형입니다. ""촐랑개""(I)는 의성어에 해당하며, 다른 옵션들은 파생어 또는 합성어입니다.

### ANSWER
I"
Morphology,Word Formation,1,F,C,"### Reasoning  
The question asks for the option that is **not** formed by combining two verbs (용언) where the original verb forms are clearly revealed. Most options (e.g., 늘어나다 = 늘다 + 오다, 엎어지다 = 엎다 + 지다) clearly show two verb roots. However, **C: 되짚어가다** combines **three** verbs: 되다 + 짚다 + 가다 (via the intermediate form 짚어가다). Thus, it does not represent a simple combination of **two** verbs, making its original verb structure less directly revealed as a dual combination.

### ANSWER  
C"
Semantics,Semantic Compatibility,1,B,J,"지문에서 [척후병]은 전투의 결과로 생긴 상태(상처)를 나타내는 명사입니다. 옵션 중에서도 J의 [살]은 폭식의 결과로 생긴 체중 증가를 나타내는 명사로, 유사한 원인-결과 관계와 상태 표현을 공유합니다. 다른 옵션은 위치, 직책, 사건, 또는 형용사 등 의미적 역할이 다릅니다.  

### ANSWER  
J"
Morphology,Word Formation,1,E,,[EMPTY_RESPONSE]
Morphology,Word Formation,1,C,C,"### Reasoning
The question requires a word formed by a root + affix (condition 1) where the suffix changes the root's part of speech (condition 2).  
- **지우개 (C)** combines the verb root ""지우다"" (to erase) with the noun-forming suffix ""-개"", turning the verb into a noun (""eraser""). This satisfies both conditions: root+suffix formation and part-of-speech change (verb → noun).  
Other options are compound nouns (e.g., 새해, 돌다리) or adverb-noun combinations (헛고생) that do not involve a suffix altering the root’s part of speech.

### ANSWER
C"
Syntax,Argument Structure & Valency,1,A,A,"문제에서 요구하는 것은 꺽쇠 안의 서술어가 요구하는 수의 자릿수가 세 자리인 경우를 찾는 것이다. 각 옵션에서 꺽쇠 안의 서술어(동사)와 관련된 수를 확인하면,  
- **A**: ""100억""의 수량에서 '100'은 세 자리 수이다.  
- 다른 옵션들은 수가 없거나 자릿수가 세 자리가 아니다(I은 7080으로 네 자리, D는 5로 한 자리 등).  

따라서 정답은 A이다.  

### ANSWER
A"
Semantics,Ambiguity,1,G,G,"### 추론
- **옵션 G**은 ""친구의 책을 그는 좋아한다.""가 중의적이지 않다고 주장한다. 그러나 ""친구의 책""은 여전히 **친구가 소유한 책**과 **친구가 쓴 책** 중 어떤 의미인지 불분명하므로 중의성이 해소되지 않았다. 문장 구조 변경은 중의성 해결에 영향을 미치지 않는다.
- 다른 옵션(A, B, C, D, E, F, H, I, J)은 각각 중"
Semantics,Conjunctions,1,F,F,"### 분석  
문제는 지문의 빈칸에 들어갈 연결어에 대한 설명 중 **적절하지 않은** 것을 찾는 것입니다. 지문은 ""실수로 물병을 넘어뜨렸다"" (물병을 실수로 넘어뜨렸다)와 ""병에 든 물이 몽땅 쏟아지는 바람에 바닥이 흠뻑 젖었다"" (그로 인해 바닥이 젖었다)로 인과 관계입니다. 따라서 빈칸에는 인과를 나타내는 연결어(""그래서"", ""이로 인해서"", ""그러므로"" 등)가 적합하고, 반대나 예시를 나타내는 연결어(""그러나"", ""가림"" 등)는 부적합합니다.  

- **옵션 F**: ""두 번째 문장에서 첫 번째 문장을 구체화하므로 빈칸에는 '가림'이 들어갈 수 있어""는 **부적절합니다**. ""가림""은 예시나 일반적인 경우를 설명할 때 사용되는데, 여기서는 첫 번째 문장의 특정 행동이 직접적인 결과(인과)를 설명하므로 ""구체화""가 아니라 인과 관계입니다. 따라서 ""가림""은 부적합하고, 이 설명은 정확하지 않습니다.  

다른 옵션들은 모두 지문의 인과 관계를 적절히 설명하고 있습니다.  

### ANSWER  
F"
Syntax,Agreement,1,G,,[EMPTY_RESPONSE]
Semantics,Inter-sentence Relations,1,F,F,"지문에서 회의가 일찍 끝나서 집에 서둘러 갈 수 있었으며, 퇴근 시각이 앞당겨진 덕분에 **추가적인 시간을 생활에서 활용할 수 있었던 상황**을 나타냅니다. 따라서 빈칸에는 ""일찍 집에 도착한 덕분에 할 수 있었던 긍정적 또는 활용 가능한 행동""이 들어야 합니다. 옵션 F(""좋아하는 프로그램의 생방송을 놓쳤다"")는 **일찍 집에 가면 생방송을 볼 수 있을 것**을 예상하는 반대로, 일찍 도착했음에도 불구하고 놓친다는 것이 모순적이어서 가장 부적절합니다. 다른 옵션들은 모두 일찍 집에 도착한 시간을 활용한 자연스러운 행동입니다.

### ANSWER
F"
Semantics,Inter-sentence Relations,1,E,E,"지문을 분석하면, (라)는 커피 문화 확산과 선택 기준을 소개하는 일반적 맥락으로 시작해야 하며, 그 다음 대형 카페(가)와 소규모 카페(나)의 특징을 설명한 후, 각각의 선호 패턴(마: 바쁜 사람들, 바: 여유 있는 사람들)과 소규모 카페의 충성 고객 확보 원인(다)을 자연스럽게 연결하는 순서가 가장 논리적입니다. 옵션 E는 (라)→(가)→(마)→(나)→(다)→(바)로, 이 흐름을 정확히 따릅니다.

### ANSWER
E"
Semantics,Inter-sentence Relations,1,D,D,"### 생각 과정
지문을 분석해 보자.  
1은 ""늦은 시간이라 문이 이미 닫혀 있었다""로, 문이 닫힌 상황을 설명한다.  
2는 파스타를 만들려 했으나 재료가 부족하다는 내용이다.  
3은 결국 인스턴트 파스타를 구입했다는 결론이다.  
4는 근처 대형마트에 갔다는 행동을 나타낸다.  

자연스러운 순서는 다음과 같다:  
- 먼저 파스타를 만들려 했으나 재료가 없다(2) → 대형마트에 가서 재료를 사려고 했다(4) → 하지만 늦어서 문이 닫혀 있었다(1) → 결국 인스턴트 파스타를 구입했다(3).  
이 순서는 **2 → 4 → 1 → 3**으로, 이는 선택지 **D**에 해당한다.

### ANSWER
D"
Semantics,Inter-sentence Relations,1,H,H,"지문에서 대부분의 선지들은 수달(개체, 새끼, 성체, 어미 등) 또는 수달을 가리키는 일반적 표현(이 동물, 이들, 그들, 개체, 구조 대상 등)이다. 반면 **구조자**는 수달이 아닌 구조에 참여하는 인간을 지칭하며, 다른 모든 선지들과 성질이 다르다.  

### ANSWER  
H"
Semantics,Inter-sentence Relations,1,F,F,"### ANSWER
F

**Reasoning:**  
The first blank must refer to something criticized as excessively high compared to the device's specs—**제품 출시 가격이** (launch price) fits this context. The second blank describes difficulty in obtaining the product without pre-orders—**구매가** (purchasing) logically completes the sentence about limited supply. Other options mismatch the context (e.g., personal data, repair requests)."
Semantics,Inter-sentence Relations,1,G,G,"지문에서 회의가 일찍 끝나서 집에 서둘러 갈 수 있었으며, 퇴근 시각이 앞당겨졌다. 따라서 빈칸에는 '퇴근이 일찍 끝나서 집에 빨리 가서 할 수 있었던 일'이 들어야 한다. 옵션 G는 ""좋아하는 프로그램의 생방송을 놓쳤다""가 해당하며, 집에 일찍 가면 생방송을 볼 수 있을 것으로 예상되므로 이 상황에 부합하지 않는다. 다른 옵션들은 모두 일찍 귀가한 결과로 설명 가능하다.

### ANSWER
G"
Pragmatics,Discourse Principles,1,H,F,"### 추론  
문제는 미술 전공에 대한 우회적 반대 의견을 모호하거나 중의적으로 표현한 말을 찾는 것임. 옵션 중 **F: ""미술은 취미로 하는 게 좋겠다.""**는 미술을 직업으로 하기보다 취미로만 하는 것이 좋다는 뉘앙스를 주며, 직접적 비판 대신 부드럽게 반대 의견을 암시함. 다른 옵션은 직접적 지적(A, C, D), 중립적 발언(B, E, G, H), 또는 대안 제시(J, I)로 우회적 모호성에 부합하지 않음.  

### ANSWER  
F"
Semantics,Conjunctions,1,B,B,"지문의 첫 문장은 설명을 듣고 궁금증이 해결되었다고 긍정적으로 말하고, 두 번째 문장은 마지막 부분에 동의하기 어렵다고 부정적 의견을 제시하여 대조 관계를 나타내므로 '다만'이 적합하다.  

### ANSWER  
B"
Semantics,Conjunctions,1,A,A,"### 추론:  
첫 문장에서 바람으로 인해 테이블이 쓰러졌고, 그로 인해 테이블 위의 노트북이 떨어져 부서졌다는 원인-결과 관계를 나타내므로 '그래서'가 가장 자연스럽다. 다른 선택지는 대조나 선택의 뉘앙스를 가리하므로 적합하지 않다.  

### ANSWER  
A"
Semantics,Conjunctions,1,A,A,"지문에서 청소당번이 언니인데도 집에 가보니 언니가 없어 동생이 청소를 한다는 사실은 예상과 다른 반대의 상황을 나타내므로 반대나 부가적 상황을 연결하는 연결사가 필요하다. '그런데'는 반대의 상황을 자연스럽게 연결하는 데 적합하다.

### ANSWER
A"
Semantics,Numeral Classifiers,1,E,E,"### Reasoning
The question asks for a natural response to ""how much gold is typically in a pure gold ring."" In traditional Korean weight measurements for gold, **""돈""** (don) is a historically used small unit (1 돈 ≈ 0.015g), commonly referenced in contexts involving gold or precious metals. Options like 리 (distance), 말 (rice volume), or 냥 (historical coin count) are unrelated to gold weight. ""한 돈"" aligns with everyday speech for small gold quantities, making it the most appropriate response.

### ANSWER
E"
Pragmatics,Discourse Principles,1,D,D,"### 추론  
문제는 '학생은 왜 지각했나?'에 대한 반응 중 질문과의 관련성을 의도적으로 위반하는 것을 찾아야 합니다. 대부분의 선택지는 지각 원인을 설명하지만, **D**는 다른 학생들도 지각했다는 점을 지적하며 질문 자체를 비난하며 원인을 제공하지 않습니다. 이는 질문의 목적(원인 설명)과 완전히 반대되는 반응입니다.  

### ANSWER  
D"
Semantics,Conjunctions,1,B,B,"지문은 같은 원두로는 신맛과 과일 향기가 나고, 다른 원두로는 쓴맛과 견과류 향이 나온다는 대조적 관계를 설명한다. 이 경우 '반면'은 대조를 나타내는 적절한 연결어이다.  

### ANSWER  
B"
Semantics,Conjunctions,1,F,F,"지문의 첫 문장은 일을 마치고 쉬고 있었다고 언급하고, 두 번째 문장은 그 끝낸 일에 문제가 생겨서 다시 바빠졌다고 한다. 여기서 필요한 것은 휴식과 문제 발생 사이의 반대 관계를 나타내는 연결사로, **""그런데""**가 적절하다. 이는 ""그러나""와 유사하며 반대의 상황을 연결한다.

### ANSWER
F"
Semantics,Conjunctions,1,F,F,"지문에서 국어와 영어 영역은 답이 같았다고 언급한 후, 수학 영역에서는 의견이 갈린다고 대조적으로 설명하고 있으므로 반대의 상황을 나타내는 연결어가 필요합니다. ""그러나""는 반대의 상황을 나타내는 적절한 연결어입니다.

### ANSWER
F"
Semantics,Conjunctions,1,F,F,"지문에서 청소당번이 언니인데도 불구하고 언니가 집에 없어 동생이 대신 청소하는 상황을 설명하고 있다. 여기서 빈칸은 두 문장을 연결해 대조적 관계를 나타내는 연결사가 필요하다. ""그런데""는 반대 상황이나 예상과 다른 사실을 연결할 때 사용되며, 이 문맥에 가장 적합하다.

### ANSWER
F"
Semantics,Numeral Classifiers,1,C,A,"### Reasoning:
The question asks about the typical amount of gold used in one pure gold ring (""순금 돌반지 하나에는 금이 보통 얼마나 들어가요?""). In traditional Korean measurements for gold, especially for small items like jewelry, the unit **""닷""** (often spelled or pronounced as ""닢"" in some contexts) is commonly used. It is a fractional unit where **1 근 = 10 닷**, and **닷** represents a small quantity suitable for items like rings. Among the options, **A: 한 닢 들어갑니다** corresponds to this traditional unit. Other options like ""돈"" (money), ""냥"" (historically for silver), or ""푼"" are either monetary units or unrelated to gold weight in this context.

### ANSWER
A"
